Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_ENERGY (mJ),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1733356542000,5500,800,5500,800,5500,800,5543,800,4298,800,4299,800,800,800,4299,4301,4299,4299,4300,4299,4299,4299,4300,800,4299,800,800,800,800,800,800,800,2.941176414489746,0,15.15151596069336,0,14.285715103149414,0,6.060606002807617,0,2.941176414489746,2.941176414489746,5.882352828979492,14.705883026123047,2.941176414489746,0,2.941176414489746,3.0303030014038086,5.714285850524902,0,2.941176414489746,0,2.941176414489746,2.941176414489746,2.941176414489746,0,0,5.714285850524902,2.941176414489746,2.941176414489746,2.941176414489746,0,21.212121963500977,5.714285850524902,0,2889760369,12282,5210,25700,40,0,93166.52960205078,245603.44873046875,0,67221319680,8589930496,5084897280,0
199,1733356542000,5500,800,5500,800,5500,800,5543,800,4298,800,4299,800,800,800,4299,4301,4299,4299,4300,4299,4299,4299,4300,800,4299,800,800,800,800,800,800,800,2.941176414489746,0,15.15151596069336,0,14.285715103149414,0,6.060606002807617,0,2.941176414489746,2.941176414489746,5.882352828979492,14.705883026123047,2.941176414489746,0,2.941176414489746,3.0303030014038086,5.714285850524902,0,2.941176414489746,0,2.941176414489746,2.941176414489746,2.941176414489746,0,0,5.714285850524902,2.941176414489746,2.941176414489746,2.941176414489746,0,21.212121963500977,5.714285850524902,0,2889760369,12282,5210,25700,40,0,93166.70776367188,245603.50744628906,0,67221319680,8589930496,5084782592,0
200,1733356542200,5500,800,5500,800,5500,800,5543,800,4298,800,4299,800,800,800,4299,4301,4299,4299,4300,4299,4299,4299,4300,800,4299,800,800,800,800,800,800,800,18.18181800842285,0,8.69565200805664,0,4.545454502105713,0,12,0,0,8.69565200805664,4.34782600402832,4.34782600402832,4.1666669845581055,0,13.043478012084961,4.34782600402832,0,0,4.34782600402832,0,0,0,0,0,8.333333969116211,0,0,0,0,12.5,17.39130401611328,0,0,2889763788,12282,5214,24663,42,0,93169.46453857422,245604.80462646484,0,67221319680,8589930496,5083058176,0
200,1733356542400,5500,800,5500,800,5500,800,5543,800,4298,800,4299,800,800,800,4299,4301,4299,4299,4300,4299,4299,4299,4300,800,4299,800,800,800,800,800,800,800,5,0,90.90909576416016,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,14.285715103149414,0,0,2889773978,12282,5214,30630,43,43,93177.65246582031,245611.5489501953,0,67221319680,8589930496,5091868672,0
200,1733356542601,5500,800,5500,800,5500,800,5543,800,4298,800,4299,800,800,800,4299,4301,4299,4299,4300,4299,4299,4299,4300,800,4299,800,800,800,800,800,800,800,0,0,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157844543457,0,0,2889785543,12282,5214,38012,43,94,93185.97625732422,245618.42248535156,0,67221319680,8589930496,5098045440,0
200,1733356542801,5500,800,5500,800,5500,800,5543,800,4298,800,4299,800,800,800,4299,4301,4299,4299,4300,4299,4299,4299,4300,800,4299,800,800,800,800,800,800,800,0,0,100,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2889797143,12282,5214,45386,43,94,93194.42749023438,245625.42657470703,0,67221319680,8589930496,5085122560,0
200,1733356543001,5500,800,5500,800,5500,800,5543,800,4298,800,4299,800,800,800,4299,4301,4299,4299,4300,4299,4299,4299,4300,800,4299,800,800,800,800,800,800,800,0,0,100,0,5.263157844543457,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285715103149414,0,0,2889808768,12282,5214,52816,43,95,93202.77233886719,245632.3223876953,0,67221319680,8589930496,5087576064,0
200,1733356543201,5500,800,5500,800,5500,800,5543,800,4298,800,4299,800,800,800,4299,4301,4299,4299,4300,4299,4299,4299,4300,800,4299,800,800,800,800,800,800,800,0,0,100,0,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2889820392,12282,5214,60259,43,94,93211.33666992188,245639.43646240234,0,67221319680,8589930496,5094047744,0
200,1733356543401,5500,800,5500,800,5500,800,5543,800,4298,800,4299,800,800,800,4299,4301,4299,4299,4300,4299,4299,4299,4300,800,4299,800,800,800,800,800,800,800,0,0,100,0,5.263157844543457,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157844543457,0,0,2889831951,12282,5214,65226,43,95,93219.75378417969,245646.40393066406,0,67221319680,8589930496,5088534528,0
200,1733356543601,5500,800,5500,800,5500,800,5543,800,4298,800,4299,800,800,800,4299,4301,4299,4299,4300,4299,4299,4299,4300,800,4299,800,800,800,800,800,800,800,0,0,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2889843534,12282,5214,65383,43,94,93228.0180053711,245653.2240600586,0,67221319680,8589930496,5084139520,0
