Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_ENERGY (mJ),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1733355569121,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,3.125,2.857142925262451,11.428571701049805,11.428571701049805,0,0,2.941176414489746,0,2.941176414489746,5.555555820465088,5.714285850524902,2.857142925262451,2.857142925262451,0,8.333333969116211,3.0303030014038086,0,2.941176414489746,2.941176414489746,2.941176414489746,0,5.714285850524902,2.857142925262451,2.857142925262451,2.857142925262451,0,2.941176414489746,2.857142925262451,2.941176414489746,0,22.22222328186035,0,0,2873702843,12282,6288,35340,39,0,79468.84698486328,238094.755859375,0,67221319680,8589930496,5057630208,0
200,1733355569121,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,3.125,2.857142925262451,11.428571701049805,11.428571701049805,0,0,2.941176414489746,0,2.941176414489746,5.555555820465088,5.714285850524902,2.857142925262451,2.857142925262451,0,8.333333969116211,3.0303030014038086,0,2.941176414489746,2.941176414489746,2.941176414489746,0,5.714285850524902,2.857142925262451,2.857142925262451,2.857142925262451,0,2.941176414489746,2.857142925262451,2.941176414489746,0,22.22222328186035,0,0,2873702843,12282,6288,35340,39,0,79469.11346435547,238094.91668701172,0,67221319680,8589930496,5057576960,0
200,1733355569321,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,52.173912048339844,0,0,0,0,0,0,0,0,8.69565200805664,0,0,0,4,0,0,0,4.1666669845581055,0,4.34782600402832,4.1666669845581055,0,0,0,13.043478012084961,0,8.333333969116211,0,12.5,0,0,2873709196,12282,6306,29104,42,43,79474.34289550781,238098.6566772461,0,67221319680,8589930496,5063389184,0
200,1733355569521,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,55,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.36842346191406,0,0,2873719371,12282,6306,32594,42,100,79482.20776367188,238105.11846923828,0,67221319680,8589930496,5066153984,0
200,1733355569721,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,5,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873730315,12282,6306,39025,42,97,79490.24499511719,238111.72296142578,0,67221319680,8589930496,5082529792,0
200,1733355569921,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,5,0,5,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873743308,12282,6306,47614,43,96,79498.52282714844,238118.55236816406,0,67221319680,8589930496,5080657920,0
200,1733355570121,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,5.263157844543457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,100,0,0,2873756339,12282,6306,56249,43,96,79506.85827636719,238125.44708251953,0,67221319680,8589930496,5080330240,0
200,1733355570321,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,9.523809432983398,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,100,0,0,2873769311,12282,6306,64824,43,96,79515.0556640625,238132.1993408203,0,67221319680,8589930496,5077897216,0
200,1733355570522,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873782325,12282,6306,68269,43,96,79523.39916992188,238139.0991821289,0,67221319680,8589930496,5078528000,0
200,1733355570722,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,5.263157844543457,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,100,0,0,2873795225,12282,6306,71174,43,96,79531.6470336914,238145.9041748047,0,67221319680,8589930496,5075152896,0
200,1733355570922,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873808153,12282,6306,71843,43,96,79539.91333007813,238152.7261352539,0,67221319680,8589930496,5079564288,0
200,1733355571122,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,5.263157844543457,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873821071,12282,6306,71818,43,96,79548.24377441406,238159.6182861328,0,67221319680,8589930496,5082005504,0
200,1733355571322,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873834036,12282,6306,71942,43,96,79556.6138305664,238166.54461669922,0,67221319680,8589930496,5080440832,0
200,1733355571522,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873846914,12282,6306,71938,43,96,79564.98388671875,238173.4696044922,0,67221319680,8589930496,5080137728,0
200,1733355571722,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,5.263157844543457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873859904,12282,6306,72083,43,97,79573.33917236328,238180.3721923828,0,67221319680,8589930496,5077880832,0
200,1733355571922,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,9.523809432983398,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873872826,12282,6306,72164,43,96,79581.80432128906,238187.31884765625,0,67221319680,8589930496,5078822912,0
200,1733355572122,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,5,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873885758,12282,6306,72319,43,97,79590.09204101563,238194.23052978516,0,67221319680,8589930496,5078949888,0
200,1733355572322,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,5.263157844543457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873898590,12282,6306,72314,43,96,79598.31970214844,238201.0167236328,0,67221319680,8589930496,5076951040,0
200,1733355572523,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,5,0,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873911477,12282,6306,72370,43,96,79606.76062011719,238208.01220703125,0,67221319680,8589930496,5077540864,0
200,1733355572723,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2873924348,12282,6306,72478,43,96,79615.13696289063,238214.9395751953,0,67221319680,8589930496,5079003136,0
199,1733355572923,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,5,0,5.263157844543457,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.000000953674316,0,0,2873930429,12282,6306,65515,41,19,79618.27514648438,238216.6665649414,0,67221319680,8589930496,5074493440,0
199,1733355573123,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,19.047618865966797,0,0,0,0,0,0,0,0,4.761904716491699,10,5,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,5,0,0,0,0,0,0,2873934744,12282,6306,56837,40,0,79620.94250488281,238217.8978881836,0,67221319680,8589930496,5068894208,0
12,1733355573323,5500,800,5500,800,5500,800,800,800,800,800,4300,800,800,1591,4300,800,4298,4300,800,800,4246,4286,800,800,800,4299,800,800,5500,800,5500,800,0,0,19.047618865966797,0,0,0,0,0,0,0,0,4.761904716491699,10,5,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,5,0,0,0,0,0,0,2873939064,12282,6306,48125,40,0,79624.66052246094,238220.11700439453,0,67221319680,8589930496,5064302592,0
