Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_ENERGY (mJ),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1733354981417,4718,800,4621,800,5500,800,800,800,800,2959,4299,800,800,800,800,4299,4299,4299,4301,4164,1402,800,800,800,4299,4298,5500,800,800,800,5356,800,11.428571701049805,2.777777910232544,8.333333969116211,8.108107566833496,2.777777910232544,2.702702760696411,8.333333969116211,2.857142925262451,2.857142925262451,0,16.216215133666992,0,5.555555820465088,2.777777910232544,0,0,0,0,2.777777910232544,0,0,0,0,0,0,0,5.555555820465088,0,0,0,16.666667938232422,0,0,2863078641,12282,6622,28672,39,0,71487.44897460938,233781.61450195313,0,67221319680,8589930496,5084463104,0
200,1733354981417,4718,800,4621,800,5500,800,800,800,800,2959,4299,800,800,800,800,4299,4299,4299,4301,4164,1402,800,800,800,4299,4298,5500,800,800,800,5356,800,11.428571701049805,2.777777910232544,8.333333969116211,8.108107566833496,2.777777910232544,2.702702760696411,8.333333969116211,2.857142925262451,2.857142925262451,0,16.216215133666992,0,5.555555820465088,2.777777910232544,0,0,0,0,2.777777910232544,0,0,0,0,0,0,0,5.555555820465088,0,0,0,16.666667938232422,0,0,2863078641,12282,6622,28672,39,0,71487.62634277344,233781.69799804688,0,67221319680,8589930496,5084413952,0
200,1733354981617,4718,800,4621,800,5500,800,800,800,800,2959,4299,800,800,800,800,4299,4299,4299,4301,4164,1402,800,800,800,4299,4298,5500,800,800,800,5356,800,4.34782600402832,0,4.34782600402832,4.34782600402832,4.34782600402832,0,4.34782600402832,0,8.333333969116211,0,0,4.1666669845581055,8.333333969116211,4.34782600402832,4.34782600402832,4.1666669845581055,12.5,4.1666669845581055,0,0,8.333333969116211,0,0,0,0,13.043478012084961,4.1666669845581055,0,0,0,8.69565200805664,4.34782600402832,0,2863081826,12282,6622,24485,41,0,71491.341796875,233783.9457397461,0,67221319680,8589930496,5103697920,0
200,1733354981818,4718,800,4621,800,5500,800,800,800,800,2959,4299,800,800,800,800,4299,4299,4299,4301,4164,1402,800,800,800,4299,4298,5500,800,800,800,5356,800,14.285715103149414,0,0,5,0,0,9.523809432983398,0,0,0,0,0,5.263157844543457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333335876464844,0,71.42857360839844,0,0,2863094327,12282,6622,32329,43,33,71499.37579345703,233790.5323486328,0,67221319680,8589930496,5108838400,0
200,1733354982018,4718,800,4621,800,5500,800,800,800,800,2959,4299,800,800,800,800,4299,4299,4299,4301,4164,1402,800,800,800,4299,4298,5500,800,800,800,5356,800,5.263157844543457,0,0,5.263157844543457,5,0,5.263157844543457,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2863109942,12282,6622,43371,44,96,71507.78625488281,233797.50122070313,0,67221319680,8589930496,5104226304,0
200,1733354982218,4718,800,4621,800,5500,800,800,800,800,2959,4299,800,800,800,800,4299,4299,4299,4301,4164,1402,800,800,800,4299,4298,5500,800,800,800,5356,800,5,0,35,5,9.523809432983398,0,20,0,5,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.105262756347656,0,0,2863125547,12282,6622,54345,44,96,71515.75256347656,233803.96459960938,0,67221319680,8589930496,5101019136,0
200,1733354982418,4718,800,4621,800,5500,800,800,800,800,2959,4299,800,800,800,800,4299,4299,4299,4301,4164,1402,800,800,800,4299,4298,5500,800,800,800,5356,800,5,0,5,5,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,100,0,0,2863141230,12282,6622,61943,44,95,71524.23449707031,233811.02618408203,0,67221319680,8589930496,5112926208,0
200,1733354982618,4718,800,4621,800,5500,800,800,800,800,2959,4299,800,800,800,800,4299,4299,4299,4301,4164,1402,800,800,800,4299,4298,5500,800,800,800,5356,800,5,0,0,14.285715103149414,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2863156821,12282,6622,65267,45,96,71532.6806640625,233818.02893066406,0,67221319680,8589930496,5102182400,0
200,1733354982818,4718,800,4621,800,5500,800,800,800,800,2959,4299,800,800,800,800,4299,4299,4299,4301,4164,1402,800,800,800,4299,4298,5500,800,800,800,5356,800,10,0,5,5,0,0,9.523809432983398,0,0,0,0,0,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2863172425,12282,6622,85078,44,96,71541.08087158203,233824.97930908203,0,67221319680,8589930496,5107892224,0
200,1733354983018,4718,800,4621,800,5500,800,800,800,800,2959,4299,800,800,800,800,4299,4299,4299,4301,4164,1402,800,800,800,4299,4298,5500,800,800,800,5356,800,5,0,0,5,0,0,0,0,0,0,0,0,5.263157844543457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2863188034,12282,6622,85206,45,96,71549.55865478516,233831.99243164063,0,67221319680,8589930496,5102366720,0
