Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_ENERGY (mJ),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1733315990333,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,2.702702760696411,2.702702760696411,13.51351261138916,2.6315789222717285,7.894736289978027,2.6315789222717285,2.6315789222717285,0,5.263157844543457,2.6315789222717285,5.405405521392822,5.263157844543457,2.702702760696411,2.6315789222717285,2.6315789222717285,8.108107566833496,2.702702760696411,0,2.702702760696411,2.702702760696411,5.263157844543457,0,0,2.702702760696411,2.6315789222717285,2.702702760696411,2.6315789222717285,2.702702760696411,5.405405521392822,2.702702760696411,18.421052932739258,2.6315789222717285,0,2120837522,12282,9256,28378,40,0,14311.09130859375,162274.96057128906,0,67221319680,8589930496,4666687488,0
200,1733315990333,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,2.702702760696411,2.702702760696411,13.51351261138916,2.6315789222717285,7.894736289978027,2.6315789222717285,2.6315789222717285,0,5.263157844543457,2.6315789222717285,5.405405521392822,5.263157844543457,2.702702760696411,2.6315789222717285,2.6315789222717285,8.108107566833496,2.702702760696411,0,2.702702760696411,2.702702760696411,5.263157844543457,0,0,2.702702760696411,2.6315789222717285,2.702702760696411,2.6315789222717285,2.702702760696411,5.405405521392822,2.702702760696411,18.421052932739258,2.6315789222717285,0,2120837522,12282,9256,28378,40,0,14311.290893554688,162275.06756591797,0,67221319680,8589930496,4660244480,0
200,1733315990533,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,4.1666669845581055,0,37.5,4.34782600402832,4.34782600402832,0,0,0,21.7391300201416,4.34782600402832,4.1666669845581055,4.1666669845581055,4.1666669845581055,0,8.333333969116211,4.1666669845581055,0,0,0,4.1666669845581055,0,0,8.333333969116211,0,4.1666669845581055,4.1666669845581055,4.1666669845581055,0,0,0,9.090909004211426,0,0,2120838838,12282,9258,25011,42,0,14315.456298828125,162277.76391601563,0,67221319680,8589930496,4668620800,0
200,1733315990733,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,0,0,100,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.523809432983398,0,9.090909004211426,0,0,2120849198,12282,9258,31770,43,49,14323.542114257813,162284.3924560547,0,67221319680,8589930496,4684877824,0
200,1733315990934,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2120862633,12282,9258,41626,43,95,14331.651794433594,162291.06353759766,0,67221319680,8589930496,4691214336,0
200,1733315991134,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,0,0,100,0,5,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,5,0,4.761904716491699,0,0,2120876061,12282,9258,51444,44,95,14339.833984375,162297.78833007813,0,67221319680,8589930496,4692160512,0
200,1733315991334,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120889446,12282,9258,55731,44,94,14347.908752441406,162304.41528320313,0,67221319680,8589930496,4692029440,0
200,1733315991534,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4.761904716491699,0,0,0,0,2120902817,12282,9258,58819,44,95,14355.948852539063,162311.00952148438,0,67221319680,8589930496,4692025344,0
200,1733315991734,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,0,0,0,100,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,9.090909004211426,0,0,2120916118,12282,9258,78169,44,95,14364.026062011719,162317.64404296875,0,67221319680,8589930496,4692025344,0
199,1733315991934,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,0,0,9.523809432983398,20,5,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,5.263157844543457,0,0,0,5.263157844543457,0,0,2120924862,12282,9258,74537,41,95,14367.952209472656,162320.1424560547,0,67221319680,8589930496,4691816448,0
200,1733315992134,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,0,0,9.523809432983398,20,5,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,5.263157844543457,0,0,0,5.263157844543457,0,0,2120928493,12282,9258,64658,40,3,14370.169250488281,162320.96704101563,0,67221319680,8589930496,4699496448,0
10,1733315992334,5500,800,5500,800,4509,800,5504,800,800,4303,4299,4319,5500,800,4299,4298,800,4309,4299,800,800,800,800,800,4300,4299,5500,800,5492,800,4500,800,7.500000476837158,0,7.692307949066162,0,2.5641026496887207,0,4.878048419952393,0,0,0,2.5,0,2.5,2.5641026496887207,0,0,0,7.142857551574707,2.4390242099761963,2.4390242099761963,4.878048419952393,0,0,0,2.5641026496887207,0,2.5,0,0,0,15.000000953674316,0,0,2120932348,12282,9258,54841,40,0,14373.5654296875,162322.91180419922,0,67221319680,8589930496,4685504512,0
