Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_ENERGY (mJ),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1733374945253,5500,2197,5500,800,800,800,5500,800,4300,800,4299,800,5490,800,4297,4304,4300,800,4300,4303,800,2293,1465,800,4300,800,800,800,800,800,5192,800,3.0303030014038086,0,34.375,0,11.764705657958984,0,3.0303030014038086,0,5.882352828979492,0,3.0303030014038086,0,0,0,0,0,0,0,0,3.0303030014038086,0,0,0,2.941176414489746,3.0303030014038086,2.941176414489746,0,0,3.125,0,3.125,0,0,3242794695,12282,6374,29659,41,0,111716.39721679688,146891.4819946289,0,67221319680,8589930496,5176705024,0
199,1733374945253,5500,2197,5500,800,800,800,5500,800,4300,800,4299,800,5490,800,4297,4304,4300,800,4300,4303,800,2293,1465,800,4300,800,800,800,800,800,5192,800,3.0303030014038086,0,34.375,0,11.764705657958984,0,3.0303030014038086,0,5.882352828979492,0,3.0303030014038086,0,0,0,0,0,0,0,0,3.0303030014038086,0,0,0,2.941176414489746,3.0303030014038086,2.941176414489746,0,0,3.125,0,3.125,0,0,3242794695,12282,6374,29659,41,0,111716.67346191406,146891.63500976563,0,67221319680,8589930496,5186572288,0
200,1733374945453,5500,2197,5500,800,800,800,5500,800,4300,800,4299,800,5490,800,4297,4304,4300,800,4300,4303,800,2293,1465,800,4300,800,800,800,800,800,5192,800,0,0,4.1666669845581055,0,0,0,12.5,0,13.043478012084961,4.34782600402832,0,0,0,0,8.69565200805664,0,0,4.1666669845581055,0,0,0,4.1666669845581055,0,0,8.333333969116211,0,4.1666669845581055,0,0,0,33.333335876464844,0,0,3242796795,12282,6376,24755,43,0,111721.19219970703,146894.69653320313,0,67221319680,8589930496,5191348224,0
200,1733374945653,5500,2197,5500,800,800,800,5500,800,4300,800,4299,800,5490,800,4297,4304,4300,800,4300,4303,800,2293,1465,800,4300,800,800,800,800,800,5192,800,4.761904716491699,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3242807457,12282,6376,31260,44,45,111729.21398925781,146901.2774658203,0,67221319680,8589930496,5185511424,0
200,1733374945853,5500,2197,5500,800,800,800,5500,800,4300,800,4299,800,5490,800,4297,4304,4300,800,4300,4303,800,2293,1465,800,4300,800,800,800,800,800,5192,800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3242821732,12282,6376,41192,45,96,111737.20446777344,146907.81927490234,0,67221319680,8589930496,5185617920,0
200,1733374946053,5500,2197,5500,800,800,800,5500,800,4300,800,4299,800,5490,800,4297,4304,4300,800,4300,4303,800,2293,1465,800,4300,800,800,800,800,800,5192,800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3242836056,12282,6376,51145,45,95,111745.30285644531,146914.46826171875,0,67221319680,8589930496,5184503808,0
200,1733374946253,5500,2197,5500,800,800,800,5500,800,4300,800,4299,800,5490,800,4297,4304,4300,800,4300,4303,800,2293,1465,800,4300,800,800,800,800,800,5192,800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3242850335,12282,6376,57995,45,95,111753.44818115234,146921.16149902344,0,67221319680,8589930496,5187715072,0
200,1733374946453,5500,2197,5500,800,800,800,5500,800,4300,800,4299,800,5490,800,4297,4304,4300,800,4300,4303,800,2293,1465,800,4300,800,800,800,800,800,5192,800,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3242864608,12282,6376,61016,45,96,111761.55926513672,146927.81170654297,0,67221319680,8589930496,5186174976,0
200,1733374946654,5500,2197,5500,800,800,800,5500,800,4300,800,4299,800,5490,800,4297,4304,4300,800,4300,4303,800,2293,1465,800,4300,800,800,800,800,800,5192,800,5,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3242878829,12282,6376,78089,45,95,111769.64819335938,146934.45947265625,0,67221319680,8589930496,5188837376,0
200,1733374946854,5500,2197,5500,800,800,800,5500,800,4300,800,4299,800,5490,800,4297,4304,4300,800,4300,4303,800,2293,1465,800,4300,800,800,800,800,800,5192,800,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3242892972,12282,6376,79116,45,96,111777.70965576172,146941.0743408203,0,67221319680,8589930496,5191741440,0
