Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_ENERGY (mJ),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1733362129898,5500,800,5510,800,5500,800,800,800,4300,4298,800,800,5500,4301,3828,800,800,4300,4298,4300,4285,4115,800,800,800,4299,800,800,800,800,5500,800,6.25,3.0303030014038086,10,0,0,6.25,6.060606002807617,0,34.375,0,3.0303030014038086,3.0303030014038086,0,0,0,3.0303030014038086,0,0,3.0303030014038086,0,0,3.0303030014038086,0,0,0,0,3.125,0,0,2.941176414489746,9.375,0,0,2995233308,12282,8864,35432,40,0,174457.9037475586,29376.0009765625,0,67221319680,8589930496,5045252096,0
200,1733362129898,5500,800,5510,800,5500,800,800,800,4300,4298,800,800,5500,4301,3828,800,800,4300,4298,4300,4285,4115,800,800,800,4299,800,800,800,800,5500,800,6.25,3.0303030014038086,10,0,0,6.25,6.060606002807617,0,34.375,0,3.0303030014038086,3.0303030014038086,0,0,0,3.0303030014038086,0,0,3.0303030014038086,0,0,3.0303030014038086,0,0,0,0,3.125,0,0,2.941176414489746,9.375,0,0,2995235013,12282,8864,34085,40,0,174458.10931396484,29376.103942871094,0,67221319680,8589930496,5032439808,0
200,1733362130098,5500,800,5510,800,5500,800,800,800,4300,4298,800,800,5500,4301,3828,800,800,4300,4298,4300,4285,4115,800,800,800,4299,800,800,800,800,5500,800,8.69565200805664,0,12.5,0,4.34782600402832,0,8.333333969116211,0,8.333333969116211,4.34782600402832,0,4.34782600402832,0,0,0,0,0,0,0,8.333333969116211,0,0,0,0,4.1666669845581055,8.333333969116211,0,0,0,0,47.826087951660156,0,0,2995241520,12282,8866,27416,42,0,174463.2241821289,29379.754150390625,0,67221319680,8589930496,5044080640,0
200,1733362130298,5500,800,5510,800,5500,800,800,800,4300,4298,800,800,5500,4301,3828,800,800,4300,4298,4300,4285,4115,800,800,800,4299,800,800,800,800,5500,800,0,0,5,0,0,5,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2995253786,12282,8866,36882,43,91,174471.4158935547,29386.494018554688,0,67221319680,8589930496,5049397248,0
200,1733362130498,5500,800,5510,800,5500,800,800,800,4300,4298,800,800,5500,4301,3828,800,800,4300,4298,4300,4285,4115,800,800,800,4299,800,800,800,800,5500,800,0,0,95,0,0,4.761904716491699,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285715103149414,0,0,2995266236,12282,8866,46671,44,97,174479.48272705078,29393.11846923828,0,67221319680,8589930496,5046124544,0
200,1733362130698,5500,800,5510,800,5500,800,800,800,4300,4298,800,800,5500,4301,3828,800,800,4300,4298,4300,4285,4115,800,800,800,4299,800,800,800,800,5500,800,0,0,100,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2995278676,12282,8866,56513,44,97,174487.4976196289,29399.693603515625,0,67221319680,8589930496,5051150336,0
200,1733362130898,5500,800,5510,800,5500,800,800,800,4300,4298,800,800,5500,4301,3828,800,800,4300,4298,4300,4285,4115,800,800,800,4299,800,800,800,800,5500,800,0,0,100,0,5,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2995290994,12282,8866,66261,44,97,174495.69537353516,29406.436584472656,0,67221319680,8589930496,5051400192,0
200,1733362131099,5500,800,5510,800,5500,800,800,800,4300,4298,800,800,5500,4301,3828,800,800,4300,4298,4300,4285,4115,800,800,800,4299,800,800,800,800,5500,800,0,0,80.95238494873047,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,25,0,0,2995303353,12282,8866,76787,44,97,174503.93115234375,29413.209899902344,0,67221319680,8589930496,5057331200,0
200,1733362131299,5500,800,5510,800,5500,800,800,800,4300,4298,800,800,5500,4301,3828,800,800,4300,4298,4300,4285,4115,800,800,800,4299,800,800,800,800,5500,800,0,0,100,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2995315759,12282,8866,78720,44,97,174512.20819091797,29420.026245117188,0,67221319680,8589930496,5056147456,0
200,1733362131499,5500,800,5510,800,5500,800,800,800,4300,4298,800,800,5500,4301,3828,800,800,4300,4298,4300,4285,4115,800,800,800,4299,800,800,800,800,5500,800,0,0,100,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2995328064,12282,8866,78687,44,97,174520.45251464844,29426.810913085938,0,67221319680,8589930496,5056143360,0
