Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_ENERGY (mJ),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1733380061496,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,3.5714287757873535,0,7.407407283782959,0,3.5714287757873535,0,0,0,3.5714287757873535,0,6.896551609039307,6.896551609039307,0,0,6.6666669845581055,7.142857551574707,0,0,3.4482758045196533,0,3.4482758045196533,0,7.142857551574707,0,0,0,6.6666669845581055,14.285715103149414,0,0,39.28571319580078,0,0,3356627818,12282,9256,28179,40,0,197049.8603515625,199514.53631591797,0,67221319680,8589930496,5333204992,0
200,1733380061496,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,3.5714287757873535,0,7.407407283782959,0,3.5714287757873535,0,0,0,3.5714287757873535,0,6.896551609039307,6.896551609039307,0,0,6.6666669845581055,7.142857551574707,0,0,3.4482758045196533,0,3.4482758045196533,0,7.142857551574707,0,0,0,6.6666669845581055,14.285715103149414,0,0,39.28571319580078,0,0,3356627818,12282,9256,28179,40,0,197050.0980834961,199514.6732788086,0,67221319680,8589930496,5330276352,0
200,1733380061696,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,17.39130401611328,0,8.69565200805664,0,4.545454502105713,0,4.1666669845581055,0,4.545454502105713,4.34782600402832,8.333333969116211,0,0,0,0,8.333333969116211,0,12,4.1666669845581055,4.1666669845581055,4.1666669845581055,0,4.34782600402832,0,0,0,0,0,0,0,16.666667938232422,0,0,3356629392,12282,9256,28179,40,0,197052.59106445313,199515.70922851563,0,67221319680,8589930496,5330472960,0
200,1733380061896,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,4.761904716491699,0,5,0,0,0,0,0,4.761904716491699,5,0,0,0,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.95238494873047,0,0,3356635165,12282,9258,28647,43,10,197059.62725830078,199521.287109375,0,67221319680,8589930496,5333065728,0
200,1733380062096,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,0,0,9.523809432983398,9.523809432983398,5,0,0,0,4.761904716491699,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3356648399,12282,9258,38602,44,94,197067.75158691406,199527.9620361328,0,67221319680,8589930496,5340368896,0
200,1733380062296,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,0,0,10,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,100,0,0,3356661560,12282,9258,48536,44,95,197075.94018554688,199534.7100830078,0,67221319680,8589930496,5338054656,0
200,1733380062496,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,0,0,5.263157844543457,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3356673701,12282,9258,58485,44,94,197084.15057373047,199541.4751586914,0,67221319680,8589930496,5340237824,0
200,1733380062696,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,0,0,9.523809432983398,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,100,0,0,3356686567,12282,9258,61580,44,94,197092.3748779297,199548.2553100586,0,67221319680,8589930496,5342285824,0
200,1733380062897,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,100,0,0,3356699576,12282,9258,77748,44,95,197100.71258544922,199555.12493896484,0,67221319680,8589930496,5337141248,0
200,1733380063097,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,0,0,5.263157844543457,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3356712564,12282,9258,79139,45,95,197108.92791748047,199561.8939819336,0,67221319680,8589930496,5336485888,0
200,1733380063297,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,0,0,5,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,4.761904716491699,0,0,0,0,0,0,0,95.23809814453125,0,0,3356725487,12282,9258,79067,44,95,197117.05334472656,199568.57470703125,0,67221319680,8589930496,5334429696,0
200,1733380063497,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,0,0,14.285715103149414,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,3356738396,12282,9258,79027,45,94,197125.15301513672,199575.19372558594,0,67221319680,8589930496,5335748608,0
200,1733380063697,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,0,0,50,0,20,15.000000953674316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.052631378173828,0,0,3356751458,12282,9258,79105,45,94,197133.23846435547,199581.8641357422,0,67221319680,8589930496,5329375232,0
200,1733380063897,5500,800,5485,800,5500,800,800,800,4299,800,4300,800,800,4299,4299,4299,800,4298,800,800,4300,4302,4300,800,800,800,5500,800,5500,800,5499,800,0,0,10,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,3356764414,12282,9258,79088,45,95,197141.3760986328,199588.5513305664,0,67221319680,8589930496,5335261184,0
