Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_ENERGY (mJ),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1733369278745,5500,5500,5500,800,5500,800,5487,800,4298,4300,800,800,5500,4299,4299,800,800,4301,4299,800,800,4300,4299,800,4300,4300,5500,800,5500,800,5500,800,7.142857551574707,3.3333334922790527,13.333333969116211,0,10,3.22580623626709,10,0,3.3333334922790527,3.4482758045196533,0,3.3333334922790527,12.90322494506836,6.45161247253418,0,0,0,16.666667938232422,3.3333334922790527,0,3.22580623626709,0,0,0,3.22580623626709,0,0,0,0,0,13.333333969116211,3.22580623626709,0,3125469501,12282,9060,31402,39,0,20953.00994873047,92328.83850097656,0,67221319680,8589930496,5154181120,0
200,1733369278745,5500,5500,5500,800,5500,800,5487,800,4298,4300,800,800,5500,4299,4299,800,800,4301,4299,800,800,4300,4299,800,4300,4300,5500,800,5500,800,5500,800,7.142857551574707,3.3333334922790527,13.333333969116211,0,10,3.22580623626709,10,0,3.3333334922790527,3.4482758045196533,0,3.3333334922790527,12.90322494506836,6.45161247253418,0,0,0,16.666667938232422,3.3333334922790527,0,3.22580623626709,0,0,0,3.22580623626709,0,0,0,0,0,13.333333969116211,3.22580623626709,0,3125471166,12282,9060,31256,39,0,20953.18017578125,92328.90808105469,0,67221319680,8589930496,5153005568,0
199,1733369278945,5500,5500,5500,800,5500,800,5487,800,4298,4300,800,800,5500,4299,4299,800,800,4301,4299,800,800,4300,4299,800,4300,4300,5500,800,5500,800,5500,800,0,0,13.043478012084961,0,9.090909004211426,0,0,0,4.545454502105713,0,0,4.545454502105713,0,0,0,8.69565200805664,4.545454502105713,13.043478012084961,4.34782600402832,4.34782600402832,0,4.34782600402832,4.545454502105713,0,4.34782600402832,0,17.39130401611328,8.69565200805664,0,0,13.636363983154297,0,0,3125475436,12282,9060,30606,39,0,20955.364624023438,92329.63610839844,0,67221319680,8589930496,5173006336,0
200,1733369279145,5500,5500,5500,800,5500,800,5487,800,4298,4300,800,800,5500,4299,4299,800,800,4301,4299,800,800,4300,4299,800,4300,4300,5500,800,5500,800,5500,800,0,0,13.043478012084961,0,9.090909004211426,0,0,0,4.545454502105713,0,0,4.545454502105713,0,0,0,8.69565200805664,4.545454502105713,13.043478012084961,4.34782600402832,4.34782600402832,0,4.34782600402832,4.545454502105713,0,4.34782600402832,0,17.39130401611328,8.69565200805664,0,0,13.636363983154297,0,0,3125485413,12282,9062,30491,42,79,20962.919921875,92335.73962402344,0,67221319680,8589930496,5179199488,0
200,1733369279345,5500,5500,5500,800,5500,800,5487,800,4298,4300,800,800,5500,4299,4299,800,800,4301,4299,800,800,4300,4299,800,4300,4300,5500,800,5500,800,5500,800,4.878048419952393,0,89.74359130859375,0,0,0,4.878048419952393,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,2.4390242099761963,0,2.4390242099761963,0,0,2.4390242099761963,0,7.500000476837158,0,0,3125498624,12282,9062,39721,43,92,20971.05987548828,92342.43536376953,0,67221319680,8589930496,5186850816,0
200,1733369279545,5500,5500,5500,800,5500,800,5487,800,4298,4300,800,800,5500,4299,4299,800,800,4301,4299,800,800,4300,4299,800,4300,4300,5500,800,5500,800,5500,800,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3125512315,12282,9062,49088,43,94,20979.10675048828,92349.03454589844,0,67221319680,8589930496,5181546496,0
200,1733369279745,5500,5500,5500,800,5500,800,5487,800,4298,4300,800,800,5500,4299,4299,800,800,4301,4299,800,800,4300,4299,800,4300,4300,5500,800,5500,800,5500,800,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.523809432983398,0,0,3125525654,12282,9062,58469,43,94,20987.322204589844,92355.80126953125,0,67221319680,8589930496,5182017536,0
200,1733369279946,5500,5500,5500,800,5500,800,5487,800,4298,4300,800,800,5500,4299,4299,800,800,4301,4299,800,800,4300,4299,800,4300,4300,5500,800,5500,800,5500,800,5,0,100,0,5,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3125539334,12282,9062,67927,43,94,20995.31201171875,92362.3451538086,0,67221319680,8589930496,5179715584,0
200,1733369280146,5500,5500,5500,800,5500,800,5487,800,4298,4300,800,800,5500,4299,4299,800,800,4301,4299,800,800,4300,4299,800,4300,4300,5500,800,5500,800,5500,800,0,0,100,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5.263157844543457,0,0,3125552814,12282,9062,75163,43,93,21003.577209472656,92369.16333007813,0,67221319680,8589930496,5187612672,0
200,1733369280346,5500,5500,5500,800,5500,800,5487,800,4298,4300,800,800,5500,4299,4299,800,800,4301,4299,800,800,4300,4299,800,4300,4300,5500,800,5500,800,5500,800,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.523809432983398,0,0,3125566526,12282,9062,76189,43,94,21011.736938476563,92375.87780761719,0,67221319680,8589930496,5185298432,0
